UUID,ANONYMOUS_CUSTOMER_ID,APIINITIATED,TS,MODEL,COMPLETION_TOKENS,PROMPT_TOKEN,EMAIL
chatcmpl-BRA3Ru19MFUl1SWCdG9f4asNhRFkZ,,true,2025-04-28 04:06:51.772,gpt-4.1,473,4742,76bb406ad24610d3bac16af46a1a0ec2
nrffN6F-z1gNr-9367f43f7815cf3f,,true,2025-04-26 17:56:00.660,blitz,192,4177,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPEWUQPpwunMA0lG8T5vTw6BOk58E,,true,2025-04-22 20:28:52.502,chatgpt-4o-latest,540,480,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPL2Xm6XwrpVN5blc8rI3FgOaQvXl,,true,2025-04-23 03:26:20.954,chatgpt-4o-latest,302,3613,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BQQtH9AU9JR8LsFub2lZUnslATmay,,true,2025-04-26 03:53:19.320,gpt-4.1,245,3627,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPC3sW7GbV7LcqLkgQ8tTOICdkJsZ,,true,2025-04-22 17:51:07.222,chatgpt-4o-latest,315,3983,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BRB4nqqYrrGxP7EoYEm2PmzlqjELZ,,true,2025-04-28 05:12:19.793,gpt-4.1,290,3529,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPKYsd0o5j620yfqykAJ8x3m17m19,,true,2025-04-23 02:55:41.481,chatgpt-4o-latest,267,5056,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPC3NQHndszjOpeNkkhDBNhkPMH18,,true,2025-04-22 17:50:36.972,chatgpt-4o-latest,305,3969,76bb406ad24610d3bac16af46a1a0ec2
msg_013pB5TzsE6ER94uw5EDNcJh,,true,2025-04-16 14:56:51.438,claude-3-7-sonnet-latest,240,783,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BP7HrKjwH2FoMCExFSKlAupgncAZj,,true,2025-04-22 12:45:14.581,chatgpt-4o-latest,306,4007,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BRGhVGRfzBaoJW2mZ0YwFnVP7Cdim,,true,2025-04-28 11:12:43.184,gpt-4.1,572,5329,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPC2bgqF414GynLGta1B0R7RH2alX,,true,2025-04-22 17:49:48.506,chatgpt-4o-latest,301,4128,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPI3oYyiUmSuU1rFPnNKrVYYPLM2L,,true,2025-04-23 00:15:32.055,chatgpt-4o-latest,521,5103,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR966P7SDBduXraamuaOuxcGClTw5,,true,2025-04-28 03:05:37.066,gpt-4.1,661,5537,76bb406ad24610d3bac16af46a1a0ec2
nr9DfKn-6UHjtw-9347195dfb2b3524,,true,2025-04-22 18:14:11.405,virtuoso-large,187,3731,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BR3P3Szd09Kt6IkXe1cLCklYXym4y,,true,2025-04-27 21:00:46.988,gpt-4.1,528,4891,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR2L7wj7DjYOfDzAPMkeFsX2MjZgL,,true,2025-04-27 19:52:56.277,gpt-4.1,722,5627,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPD0MBIYNqjCRSWk00XjvQmMvic4f,,true,2025-04-22 18:51:36.775,chatgpt-4o-latest,596,5779,76bb406ad24610d3bac16af46a1a0ec2
msg_01Bvg3BjTi4TaZf4VbvHuJwn,,true,2025-04-26 18:08:15.390,claude-3-7-sonnet-latest,200,312,31d7157a35f48f9f64ffbc0d51c5a11b
nrGcTeo-6UHjtw-934f13f09dd69602,,true,2025-04-23 17:28:35.235,virtuoso-large,207,683,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BQjxRxoe64DAlplFjYe5LyVSutAaC,,true,2025-04-27 00:14:58.336,gpt-4.1,505,5008,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BRGyIecRNDejZqwjRfj4bgpfsQXDv,,true,2025-04-28 11:30:05.936,gpt-4.1,558,5469,76bb406ad24610d3bac16af46a1a0ec2
msg_01D2hUz4Ddc6bPG5ZNoJrPAK,,true,2025-04-15 20:01:26.831,claude-3-7-sonnet-latest,58,171,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BQlI0XAg9Eckp7qh9Uwd96fFVeRxg,,true,2025-04-27 01:40:19.604,gpt-4.1,575,5159,76bb406ad24610d3bac16af46a1a0ec2
msg_01DtfBeNQ2W2ZkcA1gpryiVu,,true,2025-04-23 23:00:03.064,claude-3-7-sonnet-latest,505,1048,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPDeqKHp3XN77c4eNtk7QF8Uy9l1J,,true,2025-04-22 19:33:27.289,chatgpt-4o-latest,518,4994,76bb406ad24610d3bac16af46a1a0ec2
msg_01PJu7UvyJTqaEa1q7QATznb,,true,2025-04-16 18:54:14.629,claude-3-7-sonnet-latest,215,778,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BR2mWmu7TwgyOT3g5K0tn8M1cQCF7,,true,2025-04-27 20:20:59.655,gpt-4.1,405,4338,76bb406ad24610d3bac16af46a1a0ec2
nrFFfby-6UHjtw-934d9c9b087dcf66,,true,2025-04-23 13:12:20.017,virtuoso-large,97,199,31d7157a35f48f9f64ffbc0d51c5a11b
msg_0182MDymgHSg4W3YoV4SW3z4,,true,2025-04-16 19:35:03.124,claude-3-7-sonnet-latest,267,11950,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BN0udgsS0W8vZLVpmoN3grM5UpJCp,,true,2025-04-16 17:32:34.765,chatgpt-4o-latest,109,112783,1e9b81f5253eed47efcf6c60301bd936
nqL12gJ-6UHjtw-931423f56fa4ecfa,,true,2025-04-16 13:48:29.611,virtuoso-large,79,180,31d7157a35f48f9f64ffbc0d51c5a11b
nr9fpVm-6UHjtw-934795f879cacf80,,true,2025-04-22 19:39:15.274,virtuoso-large,212,1445,31d7157a35f48f9f64ffbc0d51c5a11b
nrnYt3F-66dFFu-936f63561bdd1528,,true,2025-04-27 15:35:09.578,virtuoso-large,71,210,31d7157a35f48f9f64ffbc0d51c5a11b
msg_015Gdb6yWTTYSdY5MvnSqrEo,,true,2025-04-24 13:05:58.072,claude-3-7-sonnet-latest,259,802,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01ATjLW7RgGjhnjTHcuPskSA,,true,2025-04-16 13:57:31.017,claude-3-7-sonnet-latest,207,750,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01183Nd9SVvT8zwu5ngLrnu1,,true,2025-04-22 23:40:50.300,claude-3-7-sonnet-latest,829,6712,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR7UQfYQ3rUiG971Mq5twXBqjh49f,,true,2025-04-28 01:22:36.355,gpt-4.1,677,5565,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR38mCLPJnLkcdcFYOg5ZhrGzGxm0,,true,2025-04-27 20:43:58.317,gpt-4.1,564,5089,76bb406ad24610d3bac16af46a1a0ec2
nrEpS9W-6UHjtw-934d246a2b781dfc,,true,2025-04-23 11:50:17.996,virtuoso-large,147,7368,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BQ7EX33AGbmgZnv10otoxb8Z57iLg,,true,2025-04-25 06:54:15.442,gpt-4.1,555,5149,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPI6yWNRY9ryKEq9H77ahHOYmwUhJ,,true,2025-04-23 00:18:45.694,chatgpt-4o-latest,474,4785,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BMiQGvTNUQlLOdhWokcRy87aYyFz8,,true,2025-04-15 21:47:57.914,chatgpt-4o-latest,180,63914,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-86120e8371aa4576916f3dafe85b157e,,true,2025-04-24 18:32:59.486,virtuoso-small,586,91795,1e9b81f5253eed47efcf6c60301bd936
nrERU6K-z1gNr-934cb702e94ccf5e,,true,2025-04-23 10:35:34.918,blitz,43,139,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BR8sYVpBsHi9xJsrQ7mjOiCOqdrX5,,true,2025-04-28 02:51:34.245,gpt-4.1,483,4602,76bb406ad24610d3bac16af46a1a0ec2
nrZfNvc-66dFFu-93617aa14bcaa9c0,,true,2025-04-25 23:04:22.919,virtuoso-large,58,162,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BQbV6zX4sK87OY0kY7ySDq02VzeJ2,,true,2025-04-26 15:13:03.423,gpt-4.1,265,3599,76bb406ad24610d3bac16af46a1a0ec2
nqcKoVd-6UHjtw-9325c1e2dccdcf4e,,true,2025-04-18 17:07:15.546,virtuoso-large,20,127,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BQ7CNDNTt7AcFl3oSiGIncrofIWlx,,true,2025-04-25 06:51:55.250,gpt-4.1,542,5166,76bb406ad24610d3bac16af46a1a0ec2
nrwGFbZ-66dFFu-9378caaa0c980d7f,,true,2025-04-28 18:58:32.978,virtuoso-large,17,115,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPib7LaJAemn2Qq0mh8SGAyGtivRe,,true,2025-04-24 04:35:46.008,gpt-4.1,646,5099,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR90ZjF7KGg2t6Y4rtq7aB3bAZlgi,,true,2025-04-28 02:59:55.011,gpt-4.1,535,5005,76bb406ad24610d3bac16af46a1a0ec2
nrPmMYG-6UHjtw-9356cc4799ce1528,,true,2025-04-24 15:57:44.838,virtuoso-large,3,26744,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BMgRKDm8zTkOg92OTMQB1Xoap3w2b,,true,2025-04-15 19:41:00.842,chatgpt-4o-latest,124,92146,e96b0abe95670e6241425c0f8065586c
chatcmpl-BPD3QCn0yQM3rl5xI3KszlNKJY1AB,,true,2025-04-22 18:54:46.504,chatgpt-4o-latest,555,5270,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BQk6Xs0KD48oPkwL5kTL49iObm3ZG,,true,2025-04-27 00:24:22.363,gpt-4.1,630,5711,76bb406ad24610d3bac16af46a1a0ec2
msg_01QFJvSpwJahcuagjrwfxQHy,,true,2025-04-18 13:38:52.051,claude-3-7-sonnet-latest,260,803,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BMgrIHwN9yleZgwHciH1HNSL8bdOu,,true,2025-04-15 20:07:47.270,chatgpt-4o-latest,128,64588,e96b0abe95670e6241425c0f8065586c
chatcmpl-BSe1tCnwAREiblFON3dZea5HUgdVG,,true,2025-05-02 06:19:25.024,gpt-4.1,291,3538,76bb406ad24610d3bac16af46a1a0ec2
msg_016dzUcUXJ9Pc2KTjH8EoHhd,,true,2025-04-23 16:12:56.354,claude-3-7-sonnet-latest,205,748,31d7157a35f48f9f64ffbc0d51c5a11b
msg_019TdnapUjnoKHEkTdUGweek,,true,2025-04-23 15:41:22.638,claude-3-7-sonnet-latest,259,802,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPUEAfbPIUjTiC3FQzNfafkAAAKEV,,true,2025-04-23 13:15:01.921,chatgpt-4o-latest,581,3764,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPBozEF5VNgGK6UN1mOp7SX0cPKHZ,,true,2025-04-22 17:35:48.777,chatgpt-4o-latest,553,5675,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BMhAGzMp3r8s33Ic1rS0GQCPdHE6W,,true,2025-04-15 20:27:28.984,chatgpt-4o-latest,215,106392,e96b0abe95670e6241425c0f8065586c
chatcmpl-BRB4CpxbaTEZnvQ4qm9q2bzkZuIzu,,true,2025-04-28 05:11:41.708,gpt-4.1,270,3469,76bb406ad24610d3bac16af46a1a0ec2
nqap3tk-6UHjtw-93241fe23dbecf63,,true,2025-04-18 12:21:57.223,virtuoso-large,244,700,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BRAzvB5DnFA7KR95Ru01NlXrskCEh,,true,2025-04-28 05:07:15.626,gpt-4.1,297,3563,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR05Q8tlNLcnVtvhUlwagLWddZEmD,,true,2025-04-27 17:28:15.989,gpt-4.1,257,3371,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPKox12PyI0dXqeKdyI04drmmRshw,,true,2025-04-23 03:12:21.496,chatgpt-4o-latest,522,4868,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR2xfINo1dwBnJgI89RGy9UXM0S4O,,true,2025-04-27 20:32:29.453,gpt-4.1,555,4961,76bb406ad24610d3bac16af46a1a0ec2
nqDbNVf-6UHjtw-930d3992adb96bf7,,true,2025-04-15 17:39:54.218,virtuoso-large,50,155,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPEm5Tlz5RpRl4XgXhHilZXavLtsV,,true,2025-04-22 20:44:58.413,chatgpt-4o-latest,521,4758,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-cd778900612240d9b25c69a33c3fc364,,true,2025-04-24 20:10:28.725,virtuoso-small,62,80197,1e9b81f5253eed47efcf6c60301bd936
nqbW78J-z1gNr-9324deb06f04fad4,,true,2025-04-18 14:32:32.792,blitz,2043,280,76bb406ad24610d3bac16af46a1a0ec2
msg_018uFtsRayQYWV1C2DxxTGjt,,true,2025-04-23 19:29:13.671,claude-3-7-sonnet-latest,365,908,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPF40ovO8BfJpQM0LxFX96udXWGQy,,true,2025-04-22 21:03:28.654,chatgpt-4o-latest,372,4255,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR90V48DFFPde3SnZMrbH1C1uybhf,,true,2025-04-28 02:59:49.745,gpt-4.1,662,5765,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPEfrIbBLuX1qXrzrSmY5pGH3yvNE,,true,2025-04-22 20:38:33.906,chatgpt-4o-latest,527,4958,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR2Wy8aQDsPItv0deQEAm5x8Pfk5F,,true,2025-04-27 20:04:58.416,gpt-4.1,738,4991,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR0BMCRWZPumLavAkaTOa9ZzLdXUS,,true,2025-04-27 17:34:20.453,gpt-4.1,294,3506,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-1987de8e626c4035a4092a3a6efd99bf,,true,2025-04-25 01:39:34.900,virtuoso-small,37,36670,1e9b81f5253eed47efcf6c60301bd936
msg_01Xc1mo34gMGreaVeJ7wPtzE,,true,2025-04-24 19:25:37.197,claude-3-7-sonnet-latest,204,747,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPhKMpKHhpWzJfOGJm2HB5CBtBilr,,true,2025-04-24 03:14:27.813,gpt-4.1,522,4047,76bb406ad24610d3bac16af46a1a0ec2
msg_01KbbiYf8B2ZCMHT3JBgHe5B,,true,2025-04-28 11:13:43.641,claude-3-7-sonnet-latest,237,4596,31d7157a35f48f9f64ffbc0d51c5a11b
msg_011ZqDqv2wFJBQJdvxoP2iwF,,true,2025-04-25 13:13:31.797,claude-3-7-sonnet-latest,203,746,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BR70iVMdHw8KVd6IS9Gn4wfjUZrHA,,true,2025-04-28 00:51:56.625,gpt-4.1,638,5392,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPCzdinP6avCppbCuWigU9ZTBwE05,,true,2025-04-22 18:50:51.606,chatgpt-4o-latest,558,5608,76bb406ad24610d3bac16af46a1a0ec2
nqMvLLF-6UHjtw-931636278d432854,,true,2025-04-16 19:50:26.219,virtuoso-large,61,147,31d7157a35f48f9f64ffbc0d51c5a11b
nrYNNRD-66dFFu-93601553d948cc36,,true,2025-04-25 19:00:29.482,virtuoso-large,177,5221,31d7157a35f48f9f64ffbc0d51c5a11b
nruzsvD-66dFFu-93776d266ea83e6e,,true,2025-04-28 14:59:58.659,virtuoso-large,156,247,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BPKq8YQPVUaSJGBptoTHUQb02FilW,,true,2025-04-23 03:13:31.441,chatgpt-4o-latest,274,3667,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BSbbL4b6BJvR3S4Dkp7hsQ22gewBo,,true,2025-05-02 03:43:52.364,gpt-4.1,293,3853,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR05YnNJZZkRt5IkpzoEYXwcvlf3V,,true,2025-04-27 17:28:23.349,gpt-4.1,252,3371,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BTfILerG4GFbQJmom5bROJch1HaEd,,true,2025-05-05 01:52:35.852,gpt-4.1,596,5613,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPEbTXBr3cEQPcaQl61HkIx5cf6L3,,true,2025-04-22 20:34:01.234,chatgpt-4o-latest,463,4533,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR3X3g526cgfmDlgOO5cptGkeSQ0B,,true,2025-04-27 21:09:05.348,gpt-4.1,663,5519,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BRIAKRc9Mg5sxB5DWuAETJG5jxIiQ,,true,2025-04-28 12:46:34.327,gpt-4.1,525,4935,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPhPeY6hcHd1wdNi8cD2jLUL6XriG,,true,2025-04-24 03:19:49.032,gpt-4.1,512,4772,76bb406ad24610d3bac16af46a1a0ec2
msg_01TXTcEK33C6nPSkXiDEPkht,,true,2025-04-22 14:06:24.526,claude-3-7-sonnet-latest,380,923,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BR6mxV7hOBgpB1KxgjkDYV9RS5RbN,,true,2025-04-28 00:37:41.672,gpt-4.1,473,4646,76bb406ad24610d3bac16af46a1a0ec2
nrPpak1-z1gNr-9356dba7adfe1528,,true,2025-04-24 16:08:18.815,virtuoso-medium,250,18563,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BTf9npg9cPpdo75sCc9fJPNPUFcKw,,true,2025-05-05 01:43:45.916,gpt-4.1,470,4771,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BPCH0o0DDECRG8WkOatqot80kli0O,,true,2025-04-22 18:04:41.810,chatgpt-4o-latest,296,3464,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BQjrAoypzMCKn2VM8Yg4zlhkNiVGq,,true,2025-04-27 00:08:29.298,gpt-4.1,475,4814,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BQ708MlrkLCxeGYpis9XY7CYDlM76,,true,2025-04-25 06:39:12.361,gpt-4.1,549,5105,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-BR0AeSw6HXLK6IdDE3C8jAPag7keF,,true,2025-04-27 17:33:37.129,gpt-4.1,284,3668,76bb406ad24610d3bac16af46a1a0ec2
chatcmpl-2ad2ed00b9c24c8cb77808b3944917f7,,true,2025-03-27 18:47:55.852,blitz,178,1261,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFmYfNd1Sx9eFscnuVZR8AevWtWok,,true,2025-03-27 18:48:01.291,chatgpt-4o-latest,169,671,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01AYLY7VtMVWavfReN5McMzh,,true,2025-03-27 18:48:20.176,claude-3-7-sonnet-20250219,223,2851,31d7157a35f48f9f64ffbc0d51c5a11b
0329e06c-b7fa-4199-8f54-94c07a02075b,,true,2025-03-27 18:49:59.669,gemini-2.0-flash-001,178,3514,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01PF4aFfmadkj5BRdsVmq6Et,,true,2025-03-27 18:53:05.241,claude-3-7-sonnet-20250219,228,771,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFmi0b65vWug5m7hXDGjj9vstYuuv,,true,2025-03-27 18:57:37.931,chatgpt-4o-latest,171,657,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-1989bbf02bdf4d8588bab36a1315c00f,,true,2025-03-27 18:57:35.648,blitz,163,3142,31d7157a35f48f9f64ffbc0d51c5a11b
msg_013iijSWBg7KHp9Jwd7okBtL,,true,2025-03-27 18:57:59.008,claude-3-7-sonnet-20250219,194,742,31d7157a35f48f9f64ffbc0d51c5a11b
60ee134f-860f-43ca-b8c6-928ddf4eac16,,true,2025-03-27 18:57:55.647,gemini-2.0-flash-001,159,3488,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFmiSIHWFDnseXTBtseRGwMGrGonR,,true,2025-03-27 18:58:06.938,chatgpt-4o-latest,190,3519,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFmiWVJ2GCQonFH1OUcu25fhU55e5,,true,2025-03-27 18:58:09.376,chatgpt-4o-latest,210,696,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01BsaTMnRS8v4esufLHanbUk,,true,2025-03-27 18:58:33.008,claude-3-7-sonnet-20250219,178,4722,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01Mrn7wJ5cYBUCP6qzzdUibU,,true,2025-03-27 18:58:36.724,claude-3-7-sonnet-20250219,198,746,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01QuBtFgdcyQQPBynPuZNvo1,,true,2025-03-27 18:58:43.582,claude-3-7-sonnet-20250219,201,749,31d7157a35f48f9f64ffbc0d51c5a11b
nuJ4FnJ-66dFFu-940c6c1a2e30610f,,true,2025-05-16 16:58:54.286,coder,107,23731,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-befe77780669498aac0b479efe0c012c,,true,2025-05-16 16:41:02.061,virtuoso-small,50,11365,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-c6b693ff3738436789301af98eca55c4,,true,2025-05-16 17:09:37.980,virtuoso-small,253,44330,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-0d9561cdcdd540b79b0aa352f721aff3,,true,2025-05-16 17:11:28.663,virtuoso-small,435,48059,1e9b81f5253eed47efcf6c60301bd936
nuJ3sGn-66dFFu-940c6a3fdd72610f,,true,2025-05-16 16:58:04.962,coder,2569,10343,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-4fd134ce4d5a47ae90c4bc978707ed97,,true,2025-05-16 16:41:06.864,virtuoso-small,121,11869,1e9b81f5253eed47efcf6c60301bd936
nuJ2Tkj-z1gNr-940c638eef9726ee,,false,2025-05-16 16:53:19.474,arcee-maestro,1985,37,1e9b81f5253eed47efcf6c60301bd936
nuJ35hB-z1gNr-940c6681dab0610f,,false,2025-05-16 16:53:19.474,arcee-maestro,2298,772,1e9b81f5253eed47efcf6c60301bd936
nuJ3Qtk-66dFFu-940c6815cee526ee,,false,2025-05-16 16:53:19.474,coder,1201,791,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-40bf780877054a71a0a022d1bd44050e,,true,2025-05-16 17:10:41.908,virtuoso-small,685,45698,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-4fac1b7b77674deb8bbc8ed3a41f695f,,true,2025-05-16 17:13:17.413,virtuoso-small,173,49433,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-553ee19c394c45d4af44c553f42fde54,,true,2025-05-16 17:09:18.689,virtuoso-small,79,41875,1e9b81f5253eed47efcf6c60301bd936
nuHxzVc-z1gNr-940c53074847d96e,,true,2025-05-16 16:41:48.282,arcee-maestro,315,13349,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-1e7b15727fb849278f4270a73a167ae6,,true,2025-05-16 17:09:09.987,virtuoso-small,135,40620,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-e18eb3c8d9cf4fdb8f489b184e4fb56c,,true,2025-05-16 17:09:24.802,virtuoso-small,154,42527,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-a43cc3ad253a4f9d83b34ba0288715a9,,true,2025-05-16 17:11:16.174,virtuoso-small,174,46765,1e9b81f5253eed47efcf6c60301bd936
nuJBT7r-66dFFu-940c8e609cf5d96e,,true,2025-05-16 17:22:19.272,virtuoso-large,257,912,1e9b81f5253eed47efcf6c60301bd936
nuJBMS3-66dFFu-940c8de9286c610f,,true,2025-05-16 17:21:58.228,virtuoso-large,109,904,1e9b81f5253eed47efcf6c60301bd936
nuJ48Rr-66dFFu-940c6b7f8a5f26ee,,true,2025-05-16 16:58:29.439,coder,110,19579,1e9b81f5253eed47efcf6c60301bd936
nuJ5Mg2-66dFFu-940c71597c830abb,,true,2025-05-16 17:02:30.305,coder,164,29209,1e9b81f5253eed47efcf6c60301bd936
nuJ42uq-66dFFu-940c6b0ab9380d7f,,true,2025-05-16 16:58:10.244,coder,92,13364,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-b6ec9a20b2384c76ae39264311ff19f6,,true,2025-05-16 17:09:05.264,virtuoso-small,135,40107,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-3a914ae8f282435782911521cb2e6ba0,,true,2025-05-16 17:12:24.080,virtuoso-small,183,48864,1e9b81f5253eed47efcf6c60301bd936
nuJLHhY-66dFFu-940cb879981dcf5f,,true,2025-05-16 17:51:03.469,virtuoso-large,247,912,1e9b81f5253eed47efcf6c60301bd936
nuHvp24-66dFFu-940c48a46c32d96e,,true,2025-05-16 16:34:45.790,virtuoso-large,457,1064,1e9b81f5253eed47efcf6c60301bd936
nuJ4DPB-66dFFu-940c6be79c6d0d7f,,true,2025-05-16 16:58:46.166,coder,107,22979,1e9b81f5253eed47efcf6c60301bd936
nuHzad9-z1gNr-940c5a98591f0d7f,,false,2025-05-16 16:47:13.918,arcee-maestro,2169,37,1e9b81f5253eed47efcf6c60301bd936
nuHzhb6-z1gNr-940c5b2abec326ee,,false,2025-05-16 16:47:13.918,arcee-maestro,2997,1331,1e9b81f5253eed47efcf6c60301bd936
nuJ5LJz-66dFFu-940c713c19ed26ee,,true,2025-05-16 17:02:25.048,coder,116,28208,1e9b81f5253eed47efcf6c60301bd936
nuHvp2J-66dFFu-940c48a4895a19ef,,true,2025-05-16 16:34:43.310,virtuoso-large,263,1100,1e9b81f5253eed47efcf6c60301bd936
nuHvp1v-66dFFu-940c48a46a6826ee,,true,2025-05-16 16:34:40.968,virtuoso-large,89,842,1e9b81f5253eed47efcf6c60301bd936
nuJLHem-66dFFu-940cb878ad1e5751,,true,2025-05-16 17:51:01.617,virtuoso-large,109,904,1e9b81f5253eed47efcf6c60301bd936
nuHvp57-66dFFu-940c48a578a92da2,,true,2025-05-16 16:34:40.013,virtuoso-large,17,752,1e9b81f5253eed47efcf6c60301bd936
nuJ44X6-66dFFu-940c6b2d5d0a0abb,,true,2025-05-16 16:58:15.699,coder,94,13997,1e9b81f5253eed47efcf6c60301bd936
nuJ2ocs-66dFFu-940c6530ad193524,,false,2025-05-16 16:54:16.492,coder,712,56,1e9b81f5253eed47efcf6c60301bd936
nuJ47Gh-66dFFu-940c6b673f150d7f,,true,2025-05-16 16:58:25.468,coder,109,18872,1e9b81f5253eed47efcf6c60301bd936
nuJ5PJX-66dFFu-940c717b8d70610f,,true,2025-05-16 17:02:35.223,coder,116,30475,1e9b81f5253eed47efcf6c60301bd936
nuJ4Ebu-66dFFu-940c6c01592a0d7f,,true,2025-05-16 16:58:49.983,coder,78,23330,1e9b81f5253eed47efcf6c60301bd936
nuJ4B1Z-66dFFu-940c6bb5dd6b0abb,,true,2025-05-16 16:58:38.169,coder,108,22081,1e9b81f5253eed47efcf6c60301bd936
nuJ5Qye-66dFFu-940c719e1a2a26ee,,true,2025-05-16 17:02:40.698,coder,94,32125,1e9b81f5253eed47efcf6c60301bd936
